book_id,titles,isbn,author,review source,average rating,review author,review content
1520,A Canticle for Leibowitz,0060892994,Walter M. Miller Jr.,Barnes and Noble,4,Guest,"A Canticle for Leibowitz by Walter M. Miller, is an excellent read.    Written in the late 1950s, reading Canticle brings back the every day, never-ending, twenty-four hour threat of world-ending nuclear conflict we lived with during the Cold War. And it reminds us, who were around during those times, upon reading this story, centered around a Catholic monastery and seeing text littered with Latin phrases, the days when Latin 'mother to all the Romance languages' was studied, even in public schools.     I couldn't deter the smile that crept across my face, as I learned a character had lost a bet when he had come in second at the game of mumbly peg, a knife throwing contest popular during the middle of the last century prior to the discovery of 'dangerous' lead in paint, hazardous monkeybars, lifesaving seatbelts or XBox 360s. Yes, those were simpler times, when this boy of five could crawl up onto the sturdy and felt-covered shelf behind the rear seats in our four steel-doored 1951 Kaiser sedan and fall asleep bathed in the rays of the mild Arizona winter sun.    'Canticle' which means religious chant, is unabashedly Catholic, as is demonstrated when a brother fights for a natural death of a radioactive and terminally ill mother and daughter pair, rather than give in to the quick,  convenient, and no charge 'Soylent Green-style' euthanasia. Canticle also meets another one of my preferred old-school moral criteria for Science Fiction, and that being that there are no sexual copulations within its covers.    Canticle is not a Harry Potter 'type' happy ending book, and as Joe Bob Briggs says about good horror movies, 'Anyone can die, at anytime and anyplace.' For a book written almost fifty years ago, author Miller does an excellent job of predicting future technology. And he did not make the mistake I've seen often in mediocre SciFi books, that of centering the majority of the action on the 'predicted' technology, which, if the author has guessed wrong, and when read in later decades simply renders the book just silly.    Covering a span of six hundred years on Earth, the book exposes the unrelenting greed, lust for power and pride of a few men that will forever threaten those wishing to live in peace and, if their weapons are sophisticated enough, threaten continued civilization on this planet.     Canticle offers to the reader a compelling, effortless writing style that, after a few moments, other than the turning of pages, one doesn't feel like one is reading. It allowed this reader to develop affections for believable characters and presented entirely believable future technologies, while at the same time the strong moral code adhered to by the clergy of the Catholic faith, in this day of anything goes, even for this lapsed Lutheran, was quite refreshing."
1520,A Canticle for Leibowitz,0060892994,Walter M. Miller Jr.,Barnes and Noble,4,JL_Garner,"Not being a big fan of a.) post-apocalyptic sci-fi, and b.) the Roman Catholic church, I was surprised at how deeply and completely Walter Miller's classic ""A Canticle for Liebowitz"" drew me into its well-crafted world.The novel centers on a monastic community in the American southwest which devotes itself to preserving the remaining scraps of Western knowledge following World War III. The novel is divided into three parts: ""Fiat Homo,"" during the depth of the new dark ages, in which an old electrical diagram is found; ""Fiat Lux,"" several centuries later, in which someone figures out how to make a working incandescent light; and ""Fiat Voluntas Tua,"" in which technology finally catches up, and the human race finds itself on the verge of repeating history.The characters in the first two sections are really well-written and colorful, and the amount of detail put into creating this future world is considerable. Unfortunately the third act feels a bit rushed and prone to broad comedy, whereas the first two segments had an undercurrent of wry wit about them.Most readers will want to have a good Latin-English dictionary handy (or access to an online translation site like Babelfish), as the book -- written pre-Vatican II -- has a few lines (and one prayer at the beginning of the third act) in Latin.This is definitely a well-written, engrossing novel, and while the threat of a wipe-out-the-earth nuclear ""shooting war"" may have passed with the collapse of the Iron Curtain, ""Canticle"" still makes for a great read."
1520,A Canticle for Leibowitz,0060892994,Walter M. Miller Jr.,Barnes and Noble,4,JGolomb,"""A Canticle for Leibowitz"" is a book that defies standard categorization. I suppose it has enough future-world, post-apocalyptic concepts that it falls in the science fiction realm, but it's not your basic laser beam and alien fare. This story goes much deeper.

""Canticle"" is made up of three stories that span thousands of years. Each story focuses on a distinct time period, looking progressively further into a post-apocalyptic future. The setting is the same abby in the American West, founded to protect and preserve the learnings of the pre-apocalyptic society. Specifically, they've developed a myth around a martyered scientist named Leibowitz. 

The first story revolves around Brother Francis who accidentally discovers certain original papers created by Leibowitz, including the blue prints for a technological device. The second story centers on a new technological awakening where future theorists come in contact with ancient (modern) technology. The sequence comes full circle in the third story as our future world is faced again with mutual mass destruction. 

Miller wrote ""Canticle"" in the late '50s when World War II and the atomic bomb were still visible in the world's rearview mirror and the cold war threat was very much a reality. Much of Millers discourse is on the cyclical nature of cultures and societies, the interconnectivities between religion and science, as well as death and politics. It's clear that much of the evocative emotion stems from Miller's time in the military and a youth grown up during a World War.

The story is at times light and humourous but threaded with a very heavy and serious undertone throughout. 

The root story I found very interesting - how this future-world's archaeology is our modern world's past. I felt that the first two segments of the book were strongest and was only saddened that each couldn't have more ink themselves. In reflecting upon the discoveries of their past, and their promises of hope for the future, Millers writes, ""For Man was a culture-bearer as well as a soul-bearer, but his cultures were not immortal and they could die with a race or an age, and then human reflections of meaning and human portrayals of truth receded...Truth could be crucified, but soon, perhaps a resurrection.""

The development of religion, while always founded in christianity, morphs over the course of the story and we see a mythology grow over time. This book is successful on many levels...as simply an intriguing story with attractive characters, and as literature built upon a foundation of religion and war. It's solid story telling at its best, with heart, emotion and intelligence layered on top of the tale from start to finish."
1521,"Antigone (The Theban Plays, #3)",1580493882,"Sophocles, J.E. Thomas",Barnes and Noble,3.9,BooksForDinner on LibraryThing,"Read this for a Lit class... also, watched a production in class with Sir John Geilgud playing the old oracle."
1521,"Antigone (The Theban Plays, #3)",1580493882,"Sophocles, J.E. Thomas",Barnes and Noble,3.9,fufuakaspeechless on LibraryThing,"Excellent book, a great ending to the story."
1521,"Antigone (The Theban Plays, #3)",1580493882,"Sophocles, J.E. Thomas",Barnes and Noble,3.9,sealford on LibraryThing,"Antigone's story is a bit of a sad one.  For those who haven't read it yet, I'm not going to spoil it for you.  But keep in mind, there is a very good reason why it is required reading in many high schools.  I read this one after reading ""Medea,"" and I instantly become hooked on all of the Greek authors.  Though relatively short compared to other works of that time period, the story is very profound, and tends to keep the reader hooked right up until the end."
1522,Brooklyn,1439138311,Colm T??ib??n,Barnes and Noble,3.5,MJinPA,"This Colm Toibin novel is one of the best books I have ever read. I love the delicate, thoughtful prose. The dialogue - such a hard thing for most writers to pull off - feels very real, too, as does the depiction of the immigrant experience. Slowly, patiently, and very deliberately, Toibin drew me in by narrating from protagonist Eilis' point of view and even reviewing previously-described events from Eilis' perspective. I was lulled into that state you may associate with a good movie: as you become attached to the characters, your stake in a particular sort of ending increases. And herein lies Toibin's skill: he drew me in *twice* -- tricked me with no trickery -- such that his quietly-worded ending delivered me an indescribably powerful punch. Unbelievable."
1522,Brooklyn,1439138311,Colm T??ib??n,Barnes and Noble,3.5,SAHARATEA,"This is a simple and gentle story about a young woman's immigration to New York from Ireland in the years after WWII.  Much of the novel contains her personal thoughts and her analyzing her future and decisions and life in general.  It has an easy pace with lots of descriptive elements and a vast array of characters.  

I really wanted to love this book, but it just seemed oversimplified.  I think virtually anyone could have thought up the plot if they were given the basic elements (girl alone in big city, first real job, meeting new people, family crisis).  In fact, at one point it felt like an After School Special.

While Toibin depicts the female brain very well in some areas, there are other things that don't ring true.  For example, other than her work and classes, the main character seems to have no curiousity about the world in general, or about the exciting new country she has come to.  In subjects such as racism and the Holocaust, not only does she know nothing but she has no interest in learning more.  And while we hear much of her thoughts, some subjects she doesn't even visit mentally:  when her female boss makes a sexual pass at her, she feels uncomfortable but never ponders it again.  Yet she ponders so much more trivial stuff all the time throughout the book (what to wear or where to eat)
.   
Additionally, while there are some tragic events, overall there doesn't seem to be enough conflict to make the story interesting.  All the other characters are almost too good to be true, some crusty or cranky but all of them (excepting Miss Kelly) are big hearted and generous.  Money is never really an issue, and things go amazingly smooth for such a huge life change.  Again, that seems incredibly unrealistic.  And the strange behavior of her fiance's moodiness, her mother's unpleasantness, and her landlady's suspicions are never really explored.

I intend to read more of his work (I have ordered the Blackwater Lightship) and I hope things become a bit more complex and realistic."
1522,Brooklyn,1439138311,Colm T??ib??n,Barnes and Noble,3.5,CelticReader,"I enjoyed ""Brooklyn"" a great deal.    The character of Eilis was complex in personality; the story was well-written and it drew me in. The ending was not quite what I expected (a good thing!) The cultural issues of post-WWII Ireland and the US rang true as well. A lovely read!"
1523,"Wither (The Chemical Garden, #1)",1442409053,Lauren DeStefano,Barnes and Noble,4.3,BooksWithBite,"This book is the BOMB DIGGITY! For real. It totally exceeded my expectations and left me with wanting more. Not only was this book one unique read, it totally captured every part of me as I read it. I held my breathe as my eyes raced across the pages reading every emotion, every secret, every betrayal.


For Rhine everything is fake. She is forced to be a bride to a man she has never met or know. Forced to lived in a nice prison with other sisters wives. Though her time is short, she will not live this way. She longs for her freedom and just wants to be home safe. With danger lurking around every corner, Rhine learns everything and anything, plays the role she needs to play in order to get out.


This book is just WOW. It blew me away. Literally. I was so engrossed in the book, so connected with Rhine that I felt her angry, her pain, her longing for freedom. She was so strong. How she manages not to fall apart completely is beyond me. Poor thing had to just keep picking herself up and keep going. Rhine played her role so good, at times I thought that maybe she was giving in. That she would comply and just live the life she was given. But no, she always came back to remind herself of what is really at stake. Gabriel was nice touch to the book. He let Rhine true self come out and I loved learning about her through him.


I don't want to give to much away, but man this book is just unexplainable. You just have to read it in order to understand what I am trying to say. Ms. DeStefano, your book is complete and total awesomeness. It is the best book of  2011. Ms. DeStefano did what books are supposed to do. Take you away for an adventure of a lifetime. And this adventure, is one that I will never forget."
