book_id,titles,isbn,author,review source,average rating,review author,review content
505,"Left Behind (Left Behind, #1)",0842342702,"Tim LaHaye, Jerry B. Jenkins",Barnes and Noble,4.4,Strides,"Absolutely surprised me with how good it was! I balked at reading it at first and put it off for a good year or so before I finally picked it up and I was blown away. It is haunting, creepy, funny, spot-on scripture, romantic, and thrilling. The authors have expertly wrapped fiction around scripture, without losing any of the credibility and viability of Biblical doctrine, rather enforcing it. For those with a spiritual interest in the Rapture and Endtimes prophesies, this book is a must!"
505,"Left Behind (Left Behind, #1)",0842342702,"Tim LaHaye, Jerry B. Jenkins",Barnes and Noble,4.4,Guest,"When I got this book as a present, I had my real doubts. I'm not a person that even likes church, and if I had my choice I wouldn't go, so you could easily see my preconceived ideas of this book, but when I read it and I just couldn't put it down. I was so wrapped up in the plot and the storylines, that at parts I felt like I was one of the characters in the book. Left behind was one of the best books I've read, and now I'm on 'Apollyon.' I can't wait to read, 'Asassans', the conclusion to the end of the earth."
505,"Left Behind (Left Behind, #1)",0842342702,"Tim LaHaye, Jerry B. Jenkins",Barnes and Noble,4.4,chillySM,"I enjoyed the author's style in which he deals with the eventual truth and turns it into fiction. Ironically, this fiction will eventually be truth. This is a well written series. The characters appear to come to life as if they are very real."
506,"The One (The Selection, #3)",0062059998,Kiera Cass,Barnes and Noble,4.6,Anonymous,"Yeah! So excited!!! MaxMerca for the win! I honestly cannot wait to see how this suspenseful romance novel will end. Cass's books keep you waiting in pure self torture of what will happen next. Will America get caught with Aspen, will America decide (finally), or will it be herself for the win. Who knows. Her books are definately a top pick for any romace lover, and also good for ones who likes some sass. Pick these books up, I dare you."
506,"The One (The Selection, #3)",0062059998,Kiera Cass,Barnes and Noble,4.6,Anonymous,"AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH. That is really All. I. Can. Say. after reading this. This series is so amazing... I started this yesterday and read for an hour or two. I finished the book at exactly 8:47 tonight. And let me just say one thing, I LOVE YOU MAXON SCHREAVE. Oh and maybe one more thing.... If you have not already, pick up the Selection and stay up all night reading if you must, read the Elite, and finally READ THE ONE!!!! 
  Read. Ok why are you still reading this review instead of reading this series? I thought I had made myself perfectly clear. 
   You. Are. Still. Here. 
                                READ.
Ok that's it I'm done writing now so that I am no longer distracting for those of you who would rather read my review on the most amazing books ever than actuay READING the most amazing books ever. 

              GO AND READ ALREADY.
                                                                         NOW."
506,"The One (The Selection, #3)",0062059998,Kiera Cass,Barnes and Noble,4.6,Anonymous,The first two were absolutly amazing i really encourage you to read them if not read all ready. I am really excited.
508,Nickel and Dimed: On (Not) Getting By in America,0805063897,Barbara Ehrenreich,Barnes and Noble,3.6,Guest,"This book was horrible.  I can't believe that I gave this person money!    The author doesn't bother to really understand what she is writing about.  She is consistently surprised that the poor folks around her aren't impressed with her PhD.... and what's sick is that she doesn't get that a PhD shouldn't impress the working poor.    Why does she feel that she is so much better than everyone else...  why doesn't she bother to find out how the people around her are actually making it work?  How in Gods green can she have problems getting by for ONE month when she has a paid for rental car, $1000 going into the experiment and an income, however meager?  Why does she feel that eating off you lap is a major plight of the working poor that she has to write about it?  Has she never been to a picnic?     The idea was fabulous... it's too bad she ruined it.  Lastly, no real suggestions to solve the problem?  Raise minimum wage?  Doesn't she realize that the cost for product will rise too... and still a worker at Wal-Mart won't be able to afford to shop there?    All I got from this book was that a spoiled child couldn't figure out how to live on less.  Bummer for her.  Fortunately most people on the planet are a little more crafty and intelligent.    Finally, we as Americans only need to look to other countries to understand what poor really is."
508,Nickel and Dimed: On (Not) Getting By in America,0805063897,Barbara Ehrenreich,Barnes and Noble,3.6,Guest,"While the author's experiment is certainly intriguing and even worthwhile, objectivity is quickly clouded by Ehrenreich's opinions on various social issues.  During the brief time she works as a maid, she's pretentious enough to criticize the people who own the homes she is cleaning. She implies that these owners, many of whom she has never met, must be mean, selfish people because they actually own something of monetary value and are paying to have it cleaned.  The possibility that they may have earned money through hard work to buy their possessions never seems to occur to her. Of course, this might have broken her moment of self-righteousness.   Likewise, on page 100, she describes how self-conscious and ostracized she feels about wearing her garish maid's uniform in a supermarket, saying that she's 'getting a tiny glimpse of what it would be like to be black.' In today's society, that is hardly an accurate comparison. If anything, maybe she got a glimpse of how a disfigured or physically handicapped person may feel, but I doubt such people go about their daily routines with the indignant paranoia she displayed.  Granted, there are injustices everywhere in America. However, it still remains the best country in the world for individuals to achieve their goals and attain economic comfort. It is up to the idividual to take the initiative for improvement; no one else can do it for them."
508,Nickel and Dimed: On (Not) Getting By in America,0805063897,Barbara Ehrenreich,Barnes and Noble,3.6,AdditionalReport,"The setting of this book begins in the place at where Ehrenreich lives, Key West, Florida as she decides to start her low-wage life. The plot of this book begins as Ehrenreich is planning her project on how people live in a low- wage life, and the problems that they may come across, like affording a place to live. After leaving her normal life for this project her first task was to find a place to live, since she figured she would probably make around $7 an hour. But once she found a job at Hearthside she found out that her salary was for $2.43 an hour and eventually decided to find another job at Jerry&rsquo;s in order to live. From there she started moving a couple of more times because she could not find to work with such a low-wage and have enough money for the necessities she may have to come across. In her evaluation she explains how housing is really expensive but, wages have not increased. The main character of this book was Ehrenreich the one who was doing the project to experience a low- wage job. There were also many other characters in which she came across when she was working at different places. The theme of this book is poverty because poverty had a great role in Ehrenreich&rsquo;s book throughout the book she demonstrates the difficulty of survival with a low-waged job. She shows that there are so many other people that are actually living their lives with so many limitations and, things they have to sacrifice like health insurance that may eventually leave them in debt if anything ever really happened. Nickel and Dimed, 235 pages."
509,Remember Me?,0593053893,Sophie Kinsella,Barnes and Noble,4,1st-Reader-of-stories,"I Recommend This Book 
    
 Strongly
Remember Me # NetGalley 
D. E. White. ⭐️⭐️⭐️⭐️⭐️

This is the first book I have read by this author, who also uses the name Daisy White. That was confusing and I had to figure it out to review the book. The author needs to use one name and stick with it consistently. There is a lot going on in this book. It all centers around a group of friends who have known each other since childhood. They have a dark secret that they have concealed since their teen age years. The main protagonist, Ava, travels back to Wales to see her ex husband, who is dying of cancer and her son whom she has not seen since he was a baby. That is a mystery right there that bears explaining. A lot of mysterious events start to happen and cryptic notes are left for Ava to figure out. This was a hard book to determine who was responsible for the going ons. I kept switching between who was guilty of each mysterious event and the next chapter I was convinced it was another character. So, it really did keep me guessing. At around 80% of the book, I finally got it right but it didn’t play out until the very end to be sure. The author could have helped out the reader by translating all the Welch phrases used throughout the book. Some she did and some she did not.  This book will keep you invested all the way through and if you like a good mystery, then you will enjoy this book. I read it in one sitting because I couldn’t put it down. ⭐️⭐️⭐️⭐️⭐️

I was provided this advanced copy read by NetGalley and the publisher in exchange for an honest review.  Thank you for this opportunity."
