book_id,titles,isbn,author,review source,average rating,review author,review content
304,I Know This Much Is True,0060987561,Wally Lamb,Barnes and Noble,4.5,Guest,"This novel touched me in so many ways.  From the length of the novel (897 pages), I thought that it was going to be a dragged-out novel that was very slow paced and boring  however, my assumptions were proven wrong.  From the very first chapter of this extraordinary novel I was HOOKED!  The rate at which shocking events happen is uncanning and sudden.  Wally Lamb relates his characters to the audience both mentally and physically, while pertaining to the ethos and pathos of the readers.  You grow with the main character (Dominick) as he expresses his past, his fears, his doubts and feel every emotion that he is feeling.  This novel is overflowing with conflict, drama, uncertainty and resolutions that cause it to be a true tear-jerker.    Being a twin myself I noticed that the talented Wally Lamb got every detail about twins down correctly: the differences, the similarities, the hate, the love, and the jealousy. Each time an new event occurred in the novel, it caused me to think of my brother (my other half) due to the gifted writing style of Mr. Lamb. I, without a doubt, would recommend this novel!  It causes people to think about their past, their present and their future.  Furthermore, it gives people insight to the steps one needs to take in life on multiple levels: for forgiveness  for love  for redemption  and, of course, for peace."
304,I Know This Much Is True,0060987561,Wally Lamb,Barnes and Noble,4.5,modestindecisiv,"A year ago my teenage nieces recommended this book to me.  I typically do not like reading fictional accounts of mental illnesses, as I am a Mental Health Professional and typically people mistake mental disorders for others or portray them in a bad way.  Wally Lamb did not do this with I Know This Much is True.  Although the book is large, I could not put the book down and finished it in two weeks.  I found that he accurately portrayed schizophrenia and how schizophrenia affects loved ones.  However, that is not what the main story is in I Know This Much is True.  The book captivated me until the very end.  I find myself frequently discussing this book among my friends and recommending it to others as well.  I have also read other works by Wally Lamb and I have enjoyed them all, I do believe that I Know This Much is True is one of my favorites.  I had borrowed this book from my nieces and after reading I had to buy it and add it to my permanent collection.  I recommend this book to all types of people."
304,I Know This Much Is True,0060987561,Wally Lamb,Barnes and Noble,4.5,DEVILICIOUS,"Wally Lamb takes the reader on another fascinating journey into the heart and soul of three generations of dysfunction. Lamb weaves an intricate plot surrounding Dominick Birdsey and his paranoid schizophrenic identical twin Thomas, the boys of a meek and secretive mother. When Thomas ends up in a maximum security hospital, Dominick begins his quest to save his brother by reflecting on his past and his family's. Lamb successfully uses the ""story within a story"" to reveal the past.  Lamb breaks the readers' hearts with his all too real account of mental illness and the painful patterns of family dysfunction and tragedy. His characters develop and invite us into their world and their minds. The reader can't help but be connected to these characters. Incredible!"
305,Pet Sematary,1416524347,Stephen King,Barnes and Noble,4.3,KVSallis,"This is the novel that made me love the horror genre, despite not loving most of the horror books I have read. It remains in my top ten, and possibly top five. It has made life difficult, as every horror-type book I have read in the twenty-some years since reading Pet Sematary has left me still thirsting. The depth of story is amazing. Characters build into flesh and play off each other's idiosyncrasies, and the pacing of action and suspense - particularly the long, strange walks to the place where the ground is sour - are painted with such realism that you cannot read this without feeling the stickiness of mud beneath your shoes, or feeling the movement of shadows behind you. What can I say? Do not worry about the movie. I've seen it - I love Herman Munster and the guy who played Louis, but it had to be a disappointment in trying to follow the raw energy of that book. It had no choice. But no matter... the book will tear you away from familiarity or comfort, and you'll forget any other perspective. INTENSE."
305,Pet Sematary,1416524347,Stephen King,Barnes and Noble,4.3,Anonymous,"This is by far the scariest King book i've read. the entire book is totally worth reading just to get to the last 50 or 60 pages. it starts out slow, but so does every Stephen King book, when you get 200 pages it starts to get scarier and scarier until it gets to the startling (and very disturbing) end."
305,Pet Sematary,1416524347,Stephen King,Barnes and Noble,4.3,pagebender,"Pet Semetary is a very thrilling and suspenseful book. The author, Stephen King tells very good descriptions in all of his books. As soon as you are relaxed, he starts again. The evil is not even what you think it will be, or is it? Louis Creed just moved to maine and now has a perfect job at the University's hostpital, a perfect house, a perfect daughter and son, a perfect wife, and a perfect cat. The road seperating his house and new friend Jud Crandell's house is unmerciful. You can here the huge semi-trucks speeding and raging all day and all night. It has taken so many children's pets' lives. Will Louis Creed listen to what he needs to, or what he wants to??????"
306,She's Come Undone,0671021001,Wally Lamb,Barnes and Noble,4.3,Anonymous,"My mom was cleaning out the closets and came across ""She's Come Undone,"" which I had read several year ago. It is one of my all-time favorite books, one that I still bring up when discussing novels. I thought it was an amazing story, and I have always been amazed that it was written in first person by a man. The character of Dolores is so real and believable. I took the book from my mom and read it over again, and I still love the book, although since my first reading, I have had children and been through the death of a parent, just to name a couple of things, just many more life experiences. I do have to say that re-reading the book as a mother made it a whole different experience. Definitely came across much sadder to me, and I viewed the characters of Dolores, her mother, and her grandmother in a new light. I still laughed out loud more than a few times, but definitely cried more this time, too. It is still a fantastic book and one I will always keep in my collection. Wally Lamb is a gifted writer to have written the type of book that stays with you long after you put it down. I would not recommend a book that didn't have that effect on me."
306,She's Come Undone,0671021001,Wally Lamb,Barnes and Noble,4.3,Miss-C,I love this book. I reread it every few years. It reaches for you soul and challenges the standards and morals we set for ourselves through the heartbreaking tale of Dolores Price.
306,She's Come Undone,0671021001,Wally Lamb,Barnes and Noble,4.3,tiffany130,Someone gave me this book many years ago and I just put in on the shelf. I finally got around to reading it and I'm really glad I did. It was an interesting book that I couldn't put down by the second chapter. The character development was awesome and I like how it followed Delores from her childhood through adulthood. You really feel like you get to know her very intimately and you come to love her. I think any woman can relate to her story in one way or another and it touches you on a deep level. This is a 5 star book and it's hard to believe it was written by a man.
307,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",0756404738,Patrick Rothfuss,Barnes and Noble,4.7,Country_Boy9,"Patrick Rothfuss has written another exceptional book. It was worth the wait given how brilliant of a book it truly is. Rothfuss really is a great story teller. For a book of nearly 1000 pages it would be easy to assume he weighed it down with excessive words and passages. That, however, wasn't the case at all. Every word, sentence and paragraph lent itself to the overall story. Nothing excessive and nothing wasted. He never bogged the story down with useless information making it so easy to get lost in the story. In this book he continues to develop the story and characters as fully as possible. I felt, while reading and now after completion, that he did a remarkable job establishing and maintaining the relationships between Kvothe and his friends, allies and enemies. His relationship with Denna and Elodin are particularly fascinating. Devi too. Ah, heck, his relationship with everyone is explained and explored brilliantly by Rothfuss. Rothfuss also introduces more characters for us to get to know. One of the things that makes this book and series so unique is that Rothfuss seems to know where he wants to take this story and is following his vision right to the end. He is giving us both the good and bad parts of his characters. Kvothe isn't perfect and neither is anyone else and he explores every side of his characters. We see their virtues and flaws. He just does a remarkable job in his writing style and story telling. I guess, for me, all I can say to sum this up is that I loved this book. I will gladly wait as long as needed if that's what it takes for Rothfuss to deliver another amazing book. I can't wait to see where Kvothe goes next."
