book_id,titles,isbn,author,review source,average rating,review author,review content
1419,The Stand: Captain Trips,0785136207,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",Barnes and Noble,4.5,eleanor_eader on LibraryThing,"This volume tells King¿s story from the first escape of the Superflu to ¿ approximately ¿ the end of US civilisation, following those survivors who provide the linchpins of the novel¿s epic first chapters.  There are still a few scenes that I would have expected to be covered in volume 1 that it didn¿t quite reach, but otherwise, it¿s a great opening book.The first thing I noticed was how nice an edition it is; most of my graphic novel collection is soft-cover, so this had an classy, yet odd feel to it.  Odder yet, was how closely it followed The Stand in storyline, without digressions ¿ stripped to its bare bones, perhaps ¿ but exactly the story that King told (or the beginning of that story, anyway) in his novel.  There¿s something about knowing a story that well, but having it unspool in a different medium, that is tremendously unsettling, especially when the subject matter is so horrifyingly visual¿ it¿s a story that was made to be rendered in disgusting and exquisite panels of art.  My favourite impressions are of Flagg himself, and Frannie (whom the movie completely sold out), who is not as I imagined her in the novel either, and yet who comes alive in one perfect panel (her response to Jessie¿s `oh hell¿ moment).  Lloyd and Poke¿s crime spree could have filled its own volume, it was so vividly disgraceful.  Larry Underwood, too, feels completely right (as does the `you aint¿ no nice guy sequence¿) ¿ the others, not yet, but for me the film did them no injustices, so I didn¿t need new faces.In a way, I wish The Stand hadn¿t been one of my faithful re-reads, growing up¿ if I knew the story a little less well, I might get even more out of the straightforwardly extracted sections of text; as it is, it¿s delightful to see how well those pieces tell the beginning of the story on their own.  Not that I¿m suggesting my favourite writer is overly wordsome.The Dark Tower graphic novels wander all over the place, in comparison.  That¿s not necessarily a bad thing, but if all you want is a Stephen King story without the need to read 800+ pages and pretty pictures, there¿s nothing here to suggest this series isn¿t going to deliver it."
1419,The Stand: Captain Trips,0785136207,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",Barnes and Noble,4.5,ElizaJane on LibraryThing,"Reason for Reading: I re-read The Stand this year and heard about the comic adaptation, so of course wanted to check it out.This is a very faithful adaptation of King's The Stand and I enjoyed it immensely. This first book covers the whole superflu leak. The government part of the story is taken care of pretty quickly, giving us enough information and background to know what happened but care has been taken to include the significant small things such as the man whose face is in the tomato soup. We meet most of our heroes in this volume and what they were doing at the time the flue, nicknamed Captain Trips, hit. We only meet one member of the dark side in this volume. We are introduced gently to the dreams of the cornfield as a couple of people have the visions and Randall Flagg is introduced here as well. We are given his background, what he knows of it, and we are in no doubt that he is the evil force.I'm really pleased with how closely the story stayed to the book. Of course, things have been condensed. Whole situations have been summed up in a few scenes but the important plot points are there along with the small things that are important to character development. I really like how the characters have been portrayed as well. It's been a quick introduction in this volume so not all the characters have come into themselves yet, but so far I think Stu, Frannie and Randall have had the best characterization. All in all, well done. I'm really looking forward to continuing with the series but I'll take my time with it since it's only 4 volumes in so far."
1419,The Stand: Captain Trips,0785136207,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",Barnes and Noble,4.5,ursula on LibraryThing,"I decided to give this series a shot when I saw it at the library even though I hadn't been that thrilled with the graphic novel adaptations of The Gunslinger. These were done by different authors, and I do love this book more, so I figured it might be worth reading.I'm glad I picked it up - this was a detailed retelling of the story. This first volume only covers from the original leak of the superflu through meeting most of the main characters and seeing the people around them die. Intercut with their stories is our introduction to Randall Flagg. I'm really looking forward to reading the second volume."
1420,The Rise and Fall of the Third Reich: A History of Nazi Germany,0671728687,William L. Shirer,Barnes and Noble,4.4,KBP,The Nook version of this great books IS NOT the 50th anniversary edition as pictured and advertised. It is the Rosetta Books version of a couple of years ago. It does not have the new forward by Ron Rosenbaum nor any of the other additional content.
1420,The Rise and Fall of the Third Reich: A History of Nazi Germany,0671728687,William L. Shirer,Barnes and Noble,4.4,Azpooldude,"The Rise and Fall of the Third Reich, by William Shirer, is without question The, most informative, well written account of the years from Hitler's birth until the end of World War Two in May of 1945, that I have ever read. This is the ""Grand-Daddy"" of them all, a must read for those interested in learning about this unforgettable time is world history. First released in 1959, this book is still readily available, half a century later, in all major book stores. A massive book, my paperback copy is 1,596 pages,(some of this books chapter's would be the subject of whole books written by other authors)is a surprisingly very fast read. Many have commented that it was so interesting, they could not put it down. Others have said that they read it straight through-I can see why.
Starting from the birth of Adolph Hitler, until the end of the Third Reich, William Shirer shares his actual experiences during the years, 1934-1940, where he was an American correspondent for CBS News and was regarded as one of the most respected U.S. journalist in wartime Europe. We are treated to first hand accounts of life in the Nazis Germany by Mr. Shirer, who had the opportunity to meet with many of the Hitler's inner circle, to include Goering and Dr. Goebbels, attended the Nazis rallies in Nuremberg and was present during many important events. He also was the reporter to scoop the French surrender to the Nazis in 1940. Besides living in Europe, Mr. Shirer offers numerous footnotes, personal journal entries from Hitler's generals and actual testimonies from the Nuremberg War Trails in 1946, that add incredible historical facts to the book. Much of the material was captured by the Allies after the war and made available to archivist and researchers.
Of interest is how William Shirer managed to smuggle out his notes and papers, as he fled Nazi Germany during the hight of the war to return home to America, is a story in itself. In the book, the Nazis rise to power, and all its key players, the appeasement of Neville Chamberlain, and Hitler's lies to annex Czechoslovakia and other countries leading up to the beginning of the war are explained to the fullest.  How the United Stated got involved in the war and Hitler's use of Mussolini and Japan are quite astonishing. Everything about the war is covered, from Russia to the Baltic, to the war in the Atlantic to North Africa and how the fast moving German Army was finally slowed down and eventually stopped. Be warned that many of the Nazis atrocities are explained in detail to complete the full picture of this horrid nightmare in human history.
The later part of the book gives the final account of the Reich and how its lunatic dictator and his loyal followers, still thought that the war could be won. Unknown to many is that when the Nazis realized that the war was lost, they thought they could enter into a pact with the West to defeat the hated Russians, unaware that the Allies had already agreed amongst themselves that an unconditional surrender was the only way to end the war. The final days and collapse of the Third Reich, the death of Hitler and his henchmen, is well documented as well.
There is too much to comment on in a short review, but this book deserves a place on every bookshelf.  A shocking story, that needs to be told and retold over and over ,hence history should not repeat itself. The Rise and Fall of the Third Reich is a true classic.
Robert Glasker"
1420,The Rise and Fall of the Third Reich: A History of Nazi Germany,0671728687,William L. Shirer,Barnes and Noble,4.4,Blackville,"I'm not a fast reader and I dove into the nearly 1,200-page tome with the understanding that I would probably devote the next month or two to the quest of gaining a much fuller understanding of Adolf Hitler and Nazi Germany.  

I thought it would be worth the effort and I was right.  William Shirer's engrossing narrative provides a virtual ""everything you ever wanted to know"" about the Third Reich from the vantage point of someone who was actually there!  

A few reviewers have carped about his tendancy toward journalistic license at the expense of academic research, but I was able to overlook this in much the same way that I got past the same criticisms while reading Shelby Foote's wonderful three-volume account of The Civil War.  Dry historic research is okay for dry historic researchers.  

But, most popular writers are going to have some sort of bias, and Shirer can't avoid his need to remind us that frequently the Nazis were really BAD people and did really BAD things.  This I do not mind .. I appreciate it in fact."
1421,A Long Way Down,1594481938,Nick Hornby,Barnes and Noble,3.5,Guest,"Ok...I waited a long time for this book, and i was somewhat dissappointed. Don't get me wrong, Nick Hornby is a great author, i love all his other books, but this one wasn't what i thought it would be.It started out great but....it kind of lingered down at the end. Maybe my expectations were high when i was reading it, of course it had some pretty funny but dark moments, but i would not recommend this book for newcomers to Nick Hornby."
1421,A Long Way Down,1594481938,Nick Hornby,Barnes and Noble,3.5,hutchers,"I have seen Hornby's movies and have thoroughly enjoyed them so I thought I would try one of his Novels. Sadly, I was disappointed. I, at first, was entertained by the odd nature of the characters and the plot, but quickly became bored and annoyed with both. I think his attempts to be original were successful and his diction was easy to read but as the story itself progressed I began to resent the book. He may have achieved a well worded book, but the actual plot and story were unreliable and somewhat boring. 

There were positive parts to the book, Hornby's use of humor and allusions to pop culture helped move the book along and he easily portrayed selfish and flawed characters, but I was unable to find a connection, relate to or even like any of these characters. I was hoping for a meaningful ending, perhaps even an epiphany for the characters, but once again I found myself disappointed. For me, even though they may have suffered slight change the characters were stagnant. I saw little change in this novel and I think despite his efforts to create a realistic and relatable work, Hornby fell flat."
1421,A Long Way Down,1594481938,Nick Hornby,Barnes and Noble,3.5,Anonymous,I thought the book would be more riveting. Hoping the movie is better...
1422,"Out from Boneville (Bone, #1)",0439706408,"Jeff Smith, Steve Hamaker",Barnes and Noble,4.3,Anonymous,"First, a note to parents: many of you have been saying that there is material in this book that is not appropriate for children. In many interviews the author has addressed this say that while he did not write Bone for a children's audience (the comic books were originally released in black and white starting in the 90's) he says that the comics do not promote smoking and drinking. Neither Thorn or Phone Bone, the main characters partake in either activity. Plus none of the characters are seen getting drunk. I find it hard to believe that a child does not see people smoking on the sidewalk or people having a beer or glass of wine with their dinner. If it makes you more comfortable I would encourage you to read the stories with your child and explain to them that like in the comic, these activities are only for adults. Anyway, moving on.

REVIEW: 
Bone was the first graphic novel I ever read and I was floored. Expecting a light, funny story I found myself caught in what exploded into an epic fantasy. Well told, and though it is, like the author says, Tolkien crossed with Bugs Bunny, the story is very original. When the color editions came out I introduced them to my brother who was struggling with reading, and he was hooked. These graphic novels, comics, books, whatever you want to call them are definitely a great way to get kids to start reading, and are an intriguing adventure for readers of all ages."
1422,"Out from Boneville (Bone, #1)",0439706408,"Jeff Smith, Steve Hamaker",Barnes and Noble,4.3,Bolf,"What seems like a book for younger population in the first three books, gets a lot darker after book four. So don't mistake it for a children's book. It's filled with so much humor, mystery, losses and surprises it's unbelievable. Characters are incredibly lovable. I first read it in 2006, and it was my favorite comic book since then. It still feels the same reading it now as it did back then. Recommended to people of every age group."
1422,"Out from Boneville (Bone, #1)",0439706408,"Jeff Smith, Steve Hamaker",Barnes and Noble,4.3,EmmanuelDA on LibraryThing,"I read it, and looked at the pictures.  There are these three creatures that inspired me to read."
1423,Rose Madder,0340640146,Stephen King,Barnes and Noble,4.1,Anonymous,"I read this book when it first came out and just loved it the first time. This book is something that you don't want to put it down. Years later and here I am reading this book again and still love it. If you like Stephen King books with some twisting stories to get your imagination going, then this is the book I would recommend."
1423,Rose Madder,0340640146,Stephen King,Barnes and Noble,4.1,Anonymous,This book takes you to a different place as all Kings books do. While still having you rooted in a real womans issue with abuse and finding strength from within.
1423,Rose Madder,0340640146,Stephen King,Barnes and Noble,4.1,Guest,I read this book many years ago and is the one book that has remained vividly in my memory.  Stephen King is my favorite author.  I wans't an avid reader until I ready one of his books then I was hooked.  Rose Madder is by far the best fictional book I have ever read.  Thats why he is the King.
1424,"Die Trying (Jack Reacher, #2)",0515142247,Lee Child,Barnes and Noble,4.1,Anonymous,Die Trying was an incredible book. One of my favorite Lee Child books so far. I have read most of his books but I especially liked the theme that he used for this book. It starts out in typical Lee Child fashion when Jack Reacher finds himself swept into some kind of mischeif. In this book though the bad guys are a malitia group that want to turn the state of Montana into their own country. As always Lee Child adds lots of action and twists and turns. Who can he trust? One particularly tense part of the book involved crawling through a small tunnel in the middle of a mountain with a small flashlight that of course dies so that he is left in the dark and the tunnel narrows till he is stuck! Great book and I highly recommend it!!
