book_id,titles,isbn,author,review source,average rating,review author,review content
909,"The Throne of Fire (Kane Chronicles, #2)",1423140567,Rick Riordan,Barnes and Noble,4.5,Julie_Price,"Great story with colorful characters and a fast moving plot. It kept the kids entertained for hours. Days later, they were still talking about it."
909,"The Throne of Fire (Kane Chronicles, #2)",1423140567,Rick Riordan,Barnes and Noble,4.5,Love-the-escape,"i love all of his work PJ and the Olympians, Red Pyramid, and The Lost Heroes is amazing. I don't know how he comes out with all these books so fast, but I am not complaining. I am on pins and needles waiting for this new book i know it wont disappoint he never dose! at least from my point of view!"
909,"The Throne of Fire (Kane Chronicles, #2)",1423140567,Rick Riordan,Barnes and Noble,4.5,Balina,I loved this book- it was hard to put down.
910,"Old Man's War (Old Man's War, #1)",0765348276,John Scalzi,Barnes and Noble,4.4,Guest,"Old mans war has to be the best book that i have ever read. I stumbled apon it in the airport on one of my journeys across the country the last summer. The book was marveing and i found it to be so interesting that i couldn't put it down. The story of John Perry giving up his 'old' body for a new military green one to fight for the CDF. As the book moves on you will became attached to the characters as they went on missions against alien species bent on destruction of mankind and the aquisition of planets that bare natural resources. I won't tell about the book because it would give away the book, but i will tell you that if your a sci-fi/action&adventure lover that this book is definently for you! Be warned that this book and the sequels to this book(The Ghost Bridgades, The last Colony) are extreme in detail to violence/gore and love/sex.    But all in all one of my favorites along with the sequels.                !!!Enjoy Them!!!"
910,"Old Man's War (Old Man's War, #1)",0765348276,John Scalzi,Barnes and Noble,4.4,harstan,"When he turned seventy-five, earthling John Perry visits the grave site of his wife of forty-two years Kathy interred in an Arizona cemetery.  He reflects how much he misses her, how he hates coming here, and that her last words dealt with finding vanilla as she was making pancakes when she stroked to death.  With nothing to keep him here, John abruptly decides to join the Colonial Defense Force struggling to defend or annex other worlds in deadly competition with alien races for control of the few hospitable planets.......................    As a recruit, John receives standard gear to include a much younger healthier body that is beyond the ability of most non government citizens to buy except the affluent.  Like his brothers and sisters in arms, he bonds with them as they are his family and his hope to survive one skirmish after another in many cases against superior aliens.  As his comrades die and collateral damage devastate civilian population, John begins questioning the worth war that enables a few to economically gain a lot at the cost of others even as he begins to ponder whether he is still human....................    Paying homage to Heinlein (Starship Trooper the book not the movie), John Scalzi provides a tense anti-war military science fiction thriller that will leave fans pondering what is war good for.  Readers will also wonder about who benefits from scientific advances and military operations and what actually a human is as science changes Homo sapiens.  The story line is action-packed once John enlists as the audience get inside his head while he goes from ¿youthful¿ awe to experienced cynic.  OLD MAN¿S WAR is a terrific tale of a belligerent future in space..........................    Harriet Klausner"
910,"Old Man's War (Old Man's War, #1)",0765348276,John Scalzi,Barnes and Noble,4.4,LaKitteh,"When I saw this book compared to 'Starship Troopers', I was skeptical.  As a lifelong sci-fi reader I can honestly say that not many books can be compared to Robert A. Heinlein books... but this book, this ENTIRE series of books, is the exception!  Once I picked it up I was unable to put it back down.  Imagine a future where the OLD are encouraged to go into the army while the young stay behind... the lure?  To be young again.  Follow along as John Perry leaves behind Earth and old age, to be a soldier for the Colonial Defense Forces."
911,Gerald's Game,0831727527,Stephen King,Barnes and Noble,3.8,JessLucy,"Super scary and disturbing novel! This book starts out with a husband and wife at their cabin in a remote location. What started as sexy fun and games quickly turns terrifying. I was mad at King about the how the issue of the stray dog was resolved; he didn't do anything wrong! Anyway, this book truly scared me...after reading it one night I woke up in the early hours to use the bathroom and I was so spooked I made my German Shepherd come to the bathroom with me! I couldn't believe the ending; King really surprised me with this one! I would also recommend: The Stand, The Dark Tower Series (especially Wizard and Glass), Needful Things, and The Eye of The Dragon. You may also like the novels of Dean Koontz, especially the older ones (Whispers, Watchers, Night Chills, Phantoms, and Cold Fire)."
911,Gerald's Game,0831727527,Stephen King,Barnes and Noble,3.8,Anonymous,"This is the kind of Stephen King novel I absolutely love. Gerald's Game is a story of psychological horror, with the merest hint of something supernatural (or not) only at the very periphery of the story. At the heart of this story, however, are the very real horrors of this world, particularly the ones from our past that continue to haunt us in very real (albeit unconscious ways). This book stands alongside Cujo, Misery, and the early Bachman books to name but a few. This is where Stephan King excels. He knows what scares us, and this one is truly frightening."
911,Gerald's Game,0831727527,Stephen King,Barnes and Noble,3.8,Sean_Patrick_R,"Without spoiling anything from the story, and making this long, I can only say this is a book that makes me question the mind of the author. Simply to think all of this up and put it down in writing is absolutely scary. Partially from what happens before the Main Character and her Father, the way her entire ordeal is handled, and I guess just every aspect of it. 

I have always been aware that Stephen King is an amazing writer. Now I am starting to realize just how creative he can be. You'll feel chained up in the room with her."
912,"Two for the Dough (Stephanie Plum, #2)",0140255559,Janet Evanovich,Barnes and Noble,4.3,Leah-books,I love this series. It's fantastic. One of my favorites
