book_id,titles,isbn,author,review source,average rating,review author,review content
707,Walk Two Moons,0060739495,Sharon Creech,Barnes and Noble,4.5,Anonymous,"This was a book that I totally judged by the cover at first, thinking it was boring. I was so mistaken. Walk Two Moons is a great book that everybody should take the opportunity to read, no matter your age. It's cute, and funny, and very enjoyable. I read this book in the 5th grade, and today, as I graduate from high school, it is still one of my favorite books."
707,Walk Two Moons,0060739495,Sharon Creech,Barnes and Noble,4.5,Anonymous,"Are you a crazy, spontaneous person?  Do your friends complain about how random you are?  Do you have trouble focusing on one thing for a long time?  If you answered yes to any of these questions, then Walk Two Moons by Sharon Creech is the book for you.  This is a story about a girl named Salamanca Hiddle, or Sal for short.  She is coping with many problems.  She is a farm girl who is moving to the city.  Her mother left the family for Lewiston, Idaho without saying why.  Sal and her father want her to come back very badly.  Sal decides to go on a road trip with her grandparents to Idaho to see her mother.  She tells a story to pass the time.  It's about a girl named Phoebe Winterbottom.  As the story goes on, it sounds very similar to Sal's life.  Meanwhile, Gram and Gramps get into all kinds of silly trouble.  Gramps tries to fix a woman's car and ends up disassembling the engine. The gang goes to a river and Gram is bitten by a snake.  They stop at many historical sights along the way.  This story is very random if you couldn't tell.  I would recomend this book to everyone.  It is different than other books.  It manages to intertwine two stories and show the similarities between them.  The book also throws in some interesting Native American quotes about life.  It manages to put laughter and fun along with sadness and tragedy.  Walk Two Moons is a book that you should check out."
707,Walk Two Moons,0060739495,Sharon Creech,Barnes and Noble,4.5,Guest,An AMAZING BOOK!!!!!!!! You will never want to put this   book down!
708,Eleven Minutes,0060589280,"Paulo Coelho, Margaret Jull Costa",Barnes and Noble,4.2,Guest,"I really enjoyed this book.  It really puts a different outlook on sex and love, and it makes you step back and think about not only the story but also your own life.  A must read!!!"
708,Eleven Minutes,0060589280,"Paulo Coelho, Margaret Jull Costa",Barnes and Noble,4.2,C-Castillo,"This is my first book by Paulo Coelho and I've become in love with his writing after reading ""Eleven Minutes"" Its a great story with a broader meaning , at least thats what I got from it. It has changed my outlook on life and in certain aspects I can relate to Maria. I would definitely reccommend this book to others."
708,Eleven Minutes,0060589280,"Paulo Coelho, Margaret Jull Costa",Barnes and Noble,4.2,valvintage,We always have questions about love and sex and sometimes forget to give ourselves a chance. This novel takes romance out of love and makes it even more meaningful. It is about personal aspirations and finding true love getting there.
709,Nine Stories,0316767727,J.D. Salinger,Barnes and Noble,4.3,Guest,"This book is amazing. Especially how jd salinger incorporates all the buddhist themes in it.  Thats not the only thing that makes this book great though, its the familiarity of it all.  When I read any of J.d Salinger's stories I feel like Im having de ja vu or something.  The name nine stories also relates to the saying that cats have nine lives.  If anyone is familiar with the Glass family, Seymore brings up the fact that he would like to be a dead cat.  (Relates to reincarnation too).  He's a genius and i recommend this book to anyone who's willing to take a closer look."
709,Nine Stories,0316767727,J.D. Salinger,Barnes and Noble,4.3,Guest,"i really like nine stories, but i dont think i understood the deeper meanings. I loved A Perfect Day For Bananafish and Teddy. Everyone should read it, because its good stuff."
709,Nine Stories,0316767727,J.D. Salinger,Barnes and Noble,4.3,Humxm,"This may be the best collection of short stories ever written--and I have read many collections.  While not everyone will understand all the stories on a first reading, each story will become more and more clear upon additional readings.  In fact, that is one mark of good writing: Is it an onion?--i.e., can it be read again (and again) revealing layers of meaning and insight.  Salinger's Nine Stories are full of layers and real people.  Both the stories and the people will become unforgettable.  A masterpiece."
710,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",031610969X,Julie Powell,Barnes and Noble,3.2,ajt4,"I was excited to read this book.  What an amazing thing to take on in one year.  Cooking some of the hardest receipes out there by the great Julia Child.  I was excited to hear about how she figured it out all from a cookbook and no help.  

Instead - this was a self-indulgent look into a womans life that as I read further, I realized I didn't like.  Don't get me wrong - I don't care about the bad language.  I'm not giving this a bad rating over that.  

I found the writing to be disjointed, the story did not flow and I didn't laugh.  There were three major problems I had with the book.  

1.  The gross factor - I'm not talking about cooking livers or kidneys or brains.  I'm refering to the filth she lived in and cooked in.  When your kitchen is so disgusting that your sinks are backing up, your house is full of flies and you have a mass of maggots in your dish tray - the last thing you should be doing is cooking.  

2.  The political bashing.  While I appreciate everyone is entitled to their opinion, I don't think it belongs in a 'non-political' book.  If I want to hear the bashing - I'll turn on the news or read a political book.  In a book about cooking and life - there is no reason to continually go off on your political ramblings.  The criticism and the stereotyping of one group was just not needed in the book.  Each time this happened, I considered throwing the book out.  

3.  Julie as a person.  At the end of the day - I thought I might grow to like her.  She was self-centered, lazy, dirty and contributed nothing.  At the end of the book - she seemed even more self-centered, I didn't get a big message out of all of this so either she can't write or she didn't either and her contribution was a blog and a poorly written book.  Even Julia Child didn't like her.  If I were Julia Child - I wouldn't want this woman anywhere near anything I had done. Much less attach her name to mine.  

Such a shame as this could have been so much better. 

This book reminded me a lot of Eat, Pray, Love. Another book about a self-absorbed woman that was almost impossible to finish."
