book_id,titles,isbn,author,review source,average rating,review author,review content
1214,Ulysses,0679722769,James Joyce,Barnes and Noble,3.9,Anonymous,"What people don't understand when reading Joyce's Ulysses- is that it is not so much the plot of the book that is important but way the book is written; people claim that it's boring. It is complicated but that is what makes the book the third most researched piece of literature...right behind Shakespeare's work and the bible. That alone says a lot about the work. The complicatedness was intentional. Joyce is a genius and this proves it. How many authors can claim they've parodied the greatest figures in literature--Homer, Shakespeare, Dante, and the bible? Does anyone realize that each chapter is written from a different character's point of view, each chapter is written in a different style, each chapter's is written to follow Homer's Oddyssey?Ulysses is not made for people who want to sit back and just read and not think. It is not made to entertain people. It is written for people who APPRECIATE LITERATURE."
1214,Ulysses,0679722769,James Joyce,Barnes and Noble,3.9,Speedball,"A first reading of Ulysses can be daunting, if not downright frustrating. Take it in bite-sized chunks and keep an excellent description (such as The New Bloomsday Book by Blamires) by your side and you'll be on your way. A previous reading of The Odyssey, though useful, is by no means required, as Joyce draws on myriad sources in addition to Homer.

Subsequent readings will come much more easily and reveal a mastery of the language that cannot be compared to any other book or author. Once you get the hang of it, you'll realize it isn't nearly as opaque (or pretentious) as it's made out to be. It's actually laugh out loud funny in many places.

Even better, find an audio version of the book or read it aloud (especially the Penelope chapter -- the last in the book). It's a book to be heard as well as read.

Also, there are DVDs of a walking tour of Joyce's Dublin that I found enormously useful in adding context to the book -- the city is itself a character."
1214,Ulysses,0679722769,James Joyce,Barnes and Noble,3.9,Guest,"This IS the greatest and best book ever written, but casual readers beware, it is also the most difficult to read book ever written."
1215,Someone Like You,0142401773,Sarah Dessen,Barnes and Noble,4.5,Truth_about_4ever_3,THis book captured me the second i started reading it! it is so realistic and could happen to people in high school. I definetly could relate to it in some ways and it made me realize some things about myself i didnt know! such a good book i read it about 4 times!
1215,Someone Like You,0142401773,Sarah Dessen,Barnes and Noble,4.5,mothman,"Someone Like You was a very good book. It really explains what high school and just what being a teen is all about. Except, not all teens get pregnant in high school. This book is about two girls who have been best friends ever since they first met. Halley has always been they quiet one, but Scarlett is braver and more outgoing. Scarlett has always been there for Halley whenever she happened to need her and she has always known what to do to make things better. But this time I don't think Scarlett can handle this one on her own. At the beginning of their junior year Scarlett's boyfriend is killed in a motorcycle accident. Later on, after the funeral, Scarlett finds out that she is carrying her boyfriend's baby. For the first time Scarlett really needs Halley's help. Now Halley has to learn how to be strong for Scarlett. It will be hard, but she can't let her friend down now. This book was very well written and is very dramatic at times. You will want to see what happens next. Once you pick it up you really will not want to put it down. I would definitely recommend this book to other people. Sarah Dessen's books are very popular with young adults, but this one is interesting for anyone who reads it!"
1215,Someone Like You,0142401773,Sarah Dessen,Barnes and Noble,4.5,Jasmine_94,"""Someone Like You"" was an absolutely fantastic read that greatly portrays the powers of love and friendship. Love between friends, romantic relationships, and family. Halley Cooke and Scarlett Thomas have been best friends every since Scarlett and her mother had moved across the street from Haley's family five years ago. The girls were about to start their junior year of high school. However, a devastating event created a mark of melancholy in the girls' summer vacation when Scarlett's boyfriend, Michael Sherwood, died in a motorcycle accident. Previously, Halley's mother, a therapist, had sent her to a Sisterhood Camp in the Grand Canyon. But when Halley received Scarlett's news, she immediately returned home to comfort her best friend. During the first few weeks of school, more news was gathered when Scarlett found out that she was pregnant with Michael's baby. While Scarlett's world seems to be spinning, Halley deals with conflicts of her own. Her mother does not approve of her new boyfriend Macon. But regardless of her opinion and attempts to keep them apart, Halley still pursues her relationship with Macon. However, soon their relationship hit bumpy roads. The two girls search for comfort in each other as they carry themselves across the bridge from their adolescent years to adulthood. A major theme that this novel definitely falls under is that the power of friendship can pull you through the hardest times of your life, no matter what the obstacles may be. Halley and Scarlett had to face numerous gigantic obstacles which they faced and pulled through together. Another theme is that love is found everywhere and comes in all shapes and sizes and affects people in a variety of ways. Halley's mother's love for Halley drove her into making decisions that she believed were best for her daughter. Scarlett's love for Michael led her to happiness, but also to her pregnancy. Scarlett and Halley's love for each other gave them the strength to carry on in times of despair when it literally seems like nothing is worth the effort of enduring. They gave each other the encouragement and support they both needed. ""Someone Like You"" consists of a brilliant plot, and well-developed characters. Many readers can easily relate to at least one of the events in these girls' life. The events in this book could easily happen to any teenager. Although the ending seemed to be a slightly scattered and lacked a sense of closure, overall this book was a terrific read and was too captivating to put down."
1216,Moloka'i,0312304358,Alan Brennert,Barnes and Noble,4.3,LCH47,"This is a beautifully written, well-researched work of historical fiction. With its well-developed, rich characters, I found myself totally immersed in the story of Rachel and the life that she managed to endure and her valiant attempt at staying grounded. The narrative is quite descriptive and I found myself intrigued by the workings of the leper colony and its advancement over the years. This is a beautifully written story of the resilience of the human spirit and its will to triumph in even the most horrifying of circumstances. The setting is exotic, interesting, informative and exciting. There is an underlying message of hope, kindness and endurance that refreshes and inspires. A TRULY WORTHWHILE READ! I ENJOYED EVERY WORD!"
1216,Moloka'i,0312304358,Alan Brennert,Barnes and Noble,4.3,Hilarie413,"Molokai'i was suggested as a possible title for my small, online book club by my daughter, who had just returned from her honeymoon in Hawai'i.  We all agreed that it was undoubtedly the best book we had read in the year that the club had existed.  Most of the participants knew little more about the dread disease of leprosy than the fact that a leper colony existed somewhere in the Hawai'ian islands.  It is our practice to have a leader for each book.  Research online was shared, and we were given a briefing on the unfamiliar subject.This novel, seen through the eyes of a young Hawai'ian girl, takes us through her life, from young childhood to adulthood, and eventually old age.  Throughout her story, we meet many people and begin to get a keen picture as to the disgust, fear and loathing perpetrated on anyone even suspected of having the disease. Those diagnosed are subject to banishment, and the relinquishing of their normal lives to find a new one on Molokai'i.  This book is both touching and heart-rending. I found it hard to tear myself away from Rachel's story, but didn't want to read it too quickly, so it wouldn't end.  Alan Brennert permits us to see life through Rachel's eyes; she deals with love, death, hate, self-loathing and a myriad of other emotions that he allows the character to share with us.  We suffer with her in her sorrows, and we are elated for her when she finds joy, and eventually peace.This book goes onto my list of best-loved books.  My whole club felt the same way.  Oftentimes, a book, well-enjoyed during the read, fades away from memory.  Molokai'i is one of those books that so impacts the reader, that it makes other writing pale by comparison."
1216,Moloka'i,0312304358,Alan Brennert,Barnes and Noble,4.3,Guest,"I was told not to read this on the airplane. So much emotion, I was looking around to see if anyone saw the tears rolling down my face. By far the best book I have read this year. Lots of love, compassion and history. Couldn't put it down. The strength of this girl was overwhelming."
1217,"The Witching Hour (Lives of the Mayfair Witches, #1)",0099471426,Anne Rice,Barnes and Noble,4.3,SusanVT,"I cannot praise Anne Rice and this book enough.  There is such a volume of literary wealth in Anne Rice's being that I cannot imagine even a small portion of it.  With Anne Rice it seems she has lived more than one lifetime with the novels she has written and the subject matter.  I have been reading a long, long time and I do not know of another writer  that even comes close to Ms Rice.  I know she cannot go on forever (and neither can I) but I do hope I live long enough for another series.  It is an absolute pleasure to read her writing (actually no matter what it is)."
1217,"The Witching Hour (Lives of the Mayfair Witches, #1)",0099471426,Anne Rice,Barnes and Noble,4.3,Guest,"The Witching Hour is absolutely amazing. I could not put it down. I could barely get myself to do anything else other than find out what happened next. Each page drew me in, increased my heart rate, and intensified my breathing. The family history is extraordinarily compelling. This is my favorite Anne Rice book."
1217,"The Witching Hour (Lives of the Mayfair Witches, #1)",0099471426,Anne Rice,Barnes and Noble,4.3,Anonymous,"The Mayfair Witches series books are absolute page-turners from start to finish.  You literally feel like you are transported to Louisiana and are walking through all the history with the characters.  I have never been so captivated by a book and so disappointed when I was through reading it.  However, you can definitely read this book over and over again."
1218,"This Present Darkness (Darkness, #1)",1581345283,Frank E. Peretti,Barnes and Noble,4.5,Guest,I've read this book a dozen times.  It's one the best I've read.  I still get goosebumps on certain parts.  It really does emphasize the power of prayer.
1218,"This Present Darkness (Darkness, #1)",1581345283,Frank E. Peretti,Barnes and Noble,4.5,Guest,"The title is what got my attention, until I started reading it. The first few sentences got me into it. I would highly reccomend this story."
1218,"This Present Darkness (Darkness, #1)",1581345283,Frank E. Peretti,Barnes and Noble,4.5,Guest,"Frank Peretti is an amazing author!  When I picked up this book I did not expect anything really great, but boy was I wrong.  It is so cool how the book pertains to real life.  Peretti's whole theme is about searching for the truth, and I love it!  This book may be fiction, but a lot of the spiritual things in it are happening right now.  If you like Peretti's books, this is a book for you.  If you have never read one before, this is a great one to start with!"
1219,"The Coincidence of Callie & Kayden (The Coincidence, #1)",0000000000,Jessica Sorensen,Barnes and Noble,3.5,Anonymous,Did not enjoy. No real story to the book. Mathilde just not a solid character. Ending did not even come together as you might have hoped to salvage the time wasted on reading this book.
1219,"The Coincidence of Callie & Kayden (The Coincidence, #1)",0000000000,Jessica Sorensen,Barnes and Noble,3.5,Anonymous,I read the whole thing but found it weird.  Guess it was above me.
1219,"The Coincidence of Callie & Kayden (The Coincidence, #1)",0000000000,Jessica Sorensen,Barnes and Noble,3.5,Anonymous,I will be thinking about this one for a while.
1220,Fates and Furies,1594634475,Lauren Groff,Barnes and Noble,4.4,BANCHEE_READS,"This book has, and always will be, one of my all-time favorites! For any woman who has expirienced the ups and downs of growing up female and just trying to find your place in this world. I adored both Vix and Caitlin and found myself struggling to choose which one I identified with. Am I the smart and serious Vix or the spontaneous care-free Caitlin? I finally realized that parts of both of them are inside of me as most of us have found from time to time. From their first sexual encounters to picking husbands, Vix and Caitlin take you along with them as they venture through life. This book is not supposed to have a plot or a real climax. It is realistic story about friendship, love, and growing up. A must-read for anyone who has been blessed to know the true ups and downs of friendship....and in the end, the importance of sisterhood."
1220,Fates and Furies,1594634475,Lauren Groff,Barnes and Noble,4.4,sarahlr802,This is my favorite book. I have read this book too many times to count and always recommend it to my friends. I think this book should be made into a movie...
1220,Fates and Furies,1594634475,Lauren Groff,Barnes and Noble,4.4,Guest,"Summer Sisters is a book that takes place in the late 1970¿s and early 1980¿s. It¿s a course of over six summers. The two main characters in the book are Victoria Leonard and Caitlin Somers. The book starts off with Victoria working in New York City at her job when she receives phone call from her long lost best friend Caitlin. The phone call consists Caitlin telling Victoria about her wedding and asking her to be her maid of honor. The story then goes into a flash back to where Caitlin and Victoria first meet. It was late spring in 1977 when Caitlin approached ¿Vix¿ in their 6th grade class. Caitlin was the new girl, and Vix was the shy quiet girl. Caitlin bluntly asks Vix to spend the summer with her and her father down in Martha¿s Vineyard. Caitlin immediately jumped to the offer. The girls started their first summer together getting to know each other. The rest of the summer consists of the two girls having their summer crushes and the summer stories that are not to be spoken of. Over the course of the summer the girls pledge to be summer sisters for life. Years pass and the girls continue to spend each and every summer together. The girls continue their friendship even through college where Vix has a boyfriend from the Vineyard. Years pass and their friendship begins to fade, until the day Vix receives the phone from Caitlin¿."
1221,Summer Sisters,0440243750,Judy Blume,Barnes and Noble,4.1,Anonymous,"This book is exciting from the moment that you start. Poor Stuart Little is always smaller than everybody around him. But that makes him all the more better. He is a tough mouse with a lot of determination. If you liked the Stuart Little movies, then you will love the book."
1221,Summer Sisters,0440243750,Judy Blume,Barnes and Noble,4.1,lovebug21826,this was the best book ever.it was about Stuart trys to find his best friend ever(Marglo)so he has to go throw obsticuls to find her.i say go get the book and read it now!WOW!
1221,Summer Sisters,0440243750,Judy Blume,Barnes and Noble,4.1,Anonymous,I suppose as charlotte's web had a series of talking animals so a talking mouse born to a human isn't that difficult to entertain.My daughter clearly enjoyed the story and didn't question the lack of logic or somewhat abrupt chapter/episode endings. But then she didn't demand it to be re-read again and again as she has with other books. I never read this before reading it to her so had no sentiment towards it...it is a nice children's book but can't say it would be a favourite. Still better than much else out there - though not sure that is saying much.
1222,Stuart Little,0064400565,"E.B. White, Garth Williams",Barnes and Noble,4.3,Anonymous,"Good for anyone who's interested in the field but does not have formal training in Mathmatics and / or Physics. If you find yourself on the discovery channel alot or the Science channel, this book is for you"
1222,Stuart Little,0064400565,"E.B. White, Garth Williams",Barnes and Noble,4.3,Anonymous,"Physicist and author, Brian Greene, discusses old and new insights in physics. Exploring spacetime, relativity, quantum mechanics, superstring theory and M-theory, among other topics, Greene attempts to illustrate what seems thus far to comprise the workings of the universe. Elegant Universe is an interesting enough read which nonetheless will not engage everyone and will leave many wondering. Because while the language and analogies are understandable even for those who are not mathematicians or scientists, the theories presented may be difficult to comprehend. Also, the book is probably more appealing to those who constantly ponder the micro- and macro- scopic universe or are concerned with the discovery of a T.O.E. (Theory of Everything) than to those looking for more tangible consequences of the micro- and macro-scopic on their immediate physical existences."
