book_id,titles,isbn,author,review source,average rating,review author,review content
404,Defending Jacob,0385344228,William Landay,Barnes and Noble,3.8,justmel71,"This book grabs you from the first page! It's heart racing, strong filled with emotions and you feel like your the parents! It really puts you in perspective of what it would be like if this was your child. I couldn't put the book down! It takes you right into the story and you can feel every turn, every emotion, everything that the author is writing!!"
404,Defending Jacob,0385344228,William Landay,Barnes and Noble,3.8,Kataman1,"William Landay knocked my socks off with this thriller that grabbed me from the first page and didn't let go until the last sentence. The book shows how the judgment of the most professional people can be skewed when they get emotionally involved in their work with a relative. Andrew Barber is an Assistant District Attorney called upon to open an investigation into the murder of a teen. Andrew decides to take it on himself and doesn't get swayed by the fact that the victim was a student in the same school as Andrew's teen son.

When some troubling things seem to give clues pointing to his son (Jacob), Andrew brushes them away. Even when his son becomes the prime suspect, Andrew chooses to look towards another suspect. Andrew's actions will later come into question and he will have to defend what he did to the man who was eager to take his job.

Andrew must also confront his ""hidden"" past and the author brings into play the theory of a ""murder gene"" where the tendency to be violent is passed down from father to son through the genes. A pure ""tour de force."" Should not be missed!"
404,Defending Jacob,0385344228,William Landay,Barnes and Noble,3.8,Anonymous,"One of the best books I have read in years. 
I found myself bouncing back and forth with, ""he did it!  No he couldn't have done it! Oh my God, maybe he did do it!"" Even with all the evidence piling up, and the psychological profile against his son, Andy had me seeing through his blind eyes right up until the very end. And then I STILL found myself wanting to give his son the benefit of doubt! 
After I finished the book, I was still so engrossed in the story that I felt compelled to explain the whole darn thing to my husband! I read alot and have NEVER described in detail any book to my husband. I couldn't seem to get the story out of my head.
That's how good this book is. It will draw you in and take your breath away. The ending...oh my God, the ending. You won't see it coming."
405,Breakfast of Champions,0385334206,Kurt Vonnegut Jr.,Barnes and Noble,4.3,Anonymous,"Anyone familiar with any of Kurt Vonnegut's works will not be disappointed by this classic satire. It features characters recurring in his novels - Kilgore Trout, Eliot Rosewater, and Rabo Karebakian - as well as fresh inventions, whose stories collude to turn any reader into a social cynic. The novel is narrated by Vonnegut, who directs his monologue at a reader unfamiliar with Earth and its customs. Because of that, he is compelled to frequently illustrate his point - whether it be with a sketch of a vagina or an electric chair - to great comic effect. Early in the book he states that he needs to empty his mind of useless clutter, which he would seem to do quite effectively, though what may seem to be a random outburst will be, without fail, a cleverly constructed social criticism. Readers familiar with works such as Slaughterhouse V will be pleasantly surprised to find that they already have a fair bit of background on Kilgore Trout, the protagonist, as well as Eliot Rosewater, whom one may remember shares a hospital room with Billy Pilgrim in Slaughterhouse. Kilgore becomes quite lovable in this installment. One of the more profound scenes occurs at the very end and features Vonnegut as character as well as narrator. He and Trout have an excellent dialog that I shall not spoil here. It is sufficient to say that it caps a very good point Vonnegut makes throughout the book regarding the control people have over their own actions. In summary, an excellent read."
405,Breakfast of Champions,0385334206,Kurt Vonnegut Jr.,Barnes and Noble,4.3,Nellix,"Breakfast of Champions was a book by Kurt Vonnegut.

That's really all I have to say about the book to make it what it is. It's impolite, but acceptable. It was meant to be both at the same time, and that's what it was. It was everywhere but on the page. There wasn't for one second when I was reading that book that I thought of it as a book. I thought of it as an idea, or a million different ideas, which I believe is the way that the book was meant to be taken. A different view for every subject that has a view.

What lots of people seem to say about this book is that it is a symbol for something. A story about the tragedies of war, of mental illness, about how life can change you, about coincidence. People try and find meaning in this book. They call it literature, and give it importance, and give it fancy titles and symbolism that is everything they think it is, that they want it to be, much like the lives of people in Midland City.

I believe this book was intended for everyone to read, if not for everyone to understand. It gives perspectives that only someone like Kurt Vonnegut would think of. That being, no one else.

The titles 'Breakfast of Champions' and 'Goodbye, Blue Monday' both fit the story if you read it. Seemingly interesting as well, to those who don't know the story behind it. Part of which is what made me pick it up.

The way that Kurt puts himself in his books to further the story is what gives them his personal style, and which is particularly evident in this novel of his. He isn't afraid to stray from the conventions of rules of grammar, or typical book structure. A drawing here and there to further illustrate the point gives it not meaning but voice.

Conventions aside; This story, this book, this philosophy gives thought, gives a closer look to aspects of daily life which most don't think about. And for those who aren't trying to look to deep into the pages, but just looking for something to pass the time, it's still a good read."
405,Breakfast of Champions,0385334206,Kurt Vonnegut Jr.,Barnes and Noble,4.3,Rutger-B,"Breakfast of Champions is a great book for Vonnegut lovers. It differentiates itself from his other books, and because of this it may be difficult to get into for those who don't admire Mr. Vonnegut. The reader can sense the care and emotion Vonnegut put into this novel as opposed to his others, such as Cat's Cradle. He clearly states his views and thoughts on society, art, and more specifically on literature. His life experiences have a healthy influence on this novel, but to make things more personal he gives his opinions on those experiences. You don't have to agree with them to appreciate this book. I would highly recommend this book to anyone who loves Vonnegut."
406,The New Drawing on the Right Side of the Brain,0874774241,Betty Edwards,Barnes and Noble,4.3,Guest,"Have you ever wanted to go to Art School or at least take lessons,but couldn't afford it? Well, through this book you can become a 'invisible' student in the classroom of a compassionate teacher.Each chapter will be like another 'free' lesson you can acquire.    Betty Edwards through this book makes you feel like all your questions are answered so you can understand them.She shares with you knowledge of many years as a art lover, art student, and teacher.Just for the price of your time to read this book!!!     You shall recieve a 'hidden' bonus at the end of this book for you will,hopefully start to 'believe' in yourself.So if you really want to find out how to improve you creativity and find new knowledge about yourself.Then maybe you should ask yourself 'Am I worth it?'"
406,The New Drawing on the Right Side of the Brain,0874774241,Betty Edwards,Barnes and Noble,4.3,Jocelyn_Renee,"I bought this book wanting to get back into drawing after so many attempts at failing. I bought both this book and the workbook. I have had this book for a week and already i am seeing drastic improvements in my drawing. It took me from being so unconfident in my work i didnt want to draw at all, to now showing it to all of my friends. It explains everything very well and it is so easy to understand. Even if you have never drawn anything in your life. This book boosts your confidence with just the first exercise! I recommend this to anyone who wants to draw. I was going to take a summer drawing class costing $125, and since ive bought this book i have no need for the class, so i just saved a ton of money!"
406,The New Drawing on the Right Side of the Brain,0874774241,Betty Edwards,Barnes and Noble,4.3,Guest,"This book singlehandedly gave me the foundation for the confidence to draw, and draw well within a month. The excercises are easy to follow, and the author has provided the psychological tools to help anyone draw with confidence. From the time I began reading to the time I finished the last excercise the results were astounding. I'd highly recommend it for anyone interested in drawing to use this book."
407,Bel Canto,0060838728,Ann Patchett,Barnes and Noble,3.9,review4U,Ms Patchett has successfully extends writing techniques developed by Jose Saramago (Nobel Prize in Portugal) and Gabriel Garcia Marquez. If you liked Blindness or One Hundred Years of Solitude you will love this book. Bel Canto is a masterpiece of writing with a very controlled technique that doesn't waver throughout the book. It tells the story of a disparate group of people taken hostage in a botched attempt to abduct the president of an unnamed South American country. The setting is the palatial home of the country's vice president where a famous soparano has come to sing as a birthday president for a Japanese industrialist. The author manages to easily juggle numerous points of view simultaneously and seamlessly so the story is told sympathetically threw the eyes of the terrorists and the hostages. The story is suspenseful but requires close reading and also workes as an unusual love story.
